gender,annual_income_$,transmission,color,price_$,body_style,dealer_region,price_category,annual_income_category
1,1250000,1,1,24000,3,6,0,3
0,1740000,0,1,12000,3,1,1,3
1,1205500,0,0,26550,3,4,0,3
1,1725000,1,1,26500,4,2,0,3
1,931000,0,0,16000,0,6,1,0
1,1860000,1,1,28001,1,4,2,3
0,675000,0,0,26000,2,1,0,2
1,415000,1,1,17000,2,2,1,2
1,636500,1,0,36500,4,1,2,2
0,13500,0,2,22000,3,2,0,1
1,13500,1,0,12000,2,6,1,1
1,1105000,0,1,10500,3,1,1,3
1,13500,0,0,14000,1,3,1,1
1,1075000,0,1,31500,3,2,2,0
1,772000,0,1,31001,1,0,2,0
0,800000,0,2,22000,0,2,0,0
1,13500,1,1,17000,2,4,1,1
0,1300000,0,0,26000,3,4,0,3
1,2150000,0,1,22000,3,5,0,3
1,905000,0,2,45000,3,1,2,0
1,975000,0,2,29000,2,1,2,0
1,1400000,1,2,22000,3,3,0,3
0,650000,0,1,27000,0,5,0,2
1,1875000,0,1,42501,3,5,2,3
0,1035000,1,0,44500,3,5,2,0
1,1560000,1,2,49001,1,4,2,3
1,13500,1,1,22000,4,2,0,1
1,716000,1,0,38001,0,5,2,0
1,2250000,0,1,36000,2,0,2,3
0,13500,1,1,27000,3,1,0,1
1,13500,1,1,26000,4,4,0,1
1,1017000,1,2,22700,3,3,0,0
1,525000,0,1,19000,2,3,1,2
1,735000,1,1,17000,2,1,1,0
1,562000,0,1,39000,4,5,2,2
1,517500,1,2,43500,1,4,2,2
1,13500,0,1,39000,2,0,2,1
1,910000,1,1,37000,2,4,2,0
1,13500,0,1,45000,4,0,2,1
1,430000,0,0,19000,3,0,1,2
1,777000,0,1,38000,2,3,2,0
1,550000,0,0,16000,4,4,1,2
1,1352000,0,0,19200,4,3,0,3
0,13500,0,0,21000,3,1,0,1
0,1216000,1,1,22600,1,6,0,3
0,480000,0,0,21000,1,3,0,2
0,675000,1,0,10000,2,0,1,2
1,1029000,0,1,42900,2,5,2,0
1,950000,0,1,45001,3,0,2,0
1,1135000,1,0,18501,2,5,1,3
0,13500,1,0,38001,3,5,2,1
0,13500,1,1,12000,0,3,1,1
1,13500,0,1,18000,4,3,1,1
1,558000,1,2,22000,0,1,0,2
1,1080000,0,1,42000,2,1,2,0
1,1165000,0,2,25500,2,6,0,3
1,13500,1,1,25000,4,1,0,1
1,316000,1,2,17000,3,6,1,1
1,13500,1,2,25001,0,0,0,1
1,13500,1,1,14000,0,5,1,1
1,1830000,0,0,9000,2,5,1,3
1,1230000,0,1,19000,4,4,1,3
1,1106000,0,0,16601,2,0,1,3
0,13500,1,0,42001,2,4,2,1
1,426000,1,0,42000,2,1,2,2
1,13500,1,1,13000,2,6,1,1
1,686000,1,0,42000,2,5,2,2
1,13500,1,1,21000,4,1,0,1
0,606000,1,1,13000,2,6,1,2
1,13500,0,1,15001,1,2,1,1
1,750000,0,0,31000,2,1,2,0
1,1380000,1,1,33001,1,4,2,3
1,721000,0,1,26000,4,5,0,0
0,685000,0,1,20000,1,5,0,2
1,1389000,0,0,19900,4,6,0,3
1,720000,1,2,21000,4,1,0,0
1,1000000,0,1,10001,3,4,1,0
1,1180000,0,0,26001,3,1,0,3
1,330000,1,1,24001,1,3,0,1
1,13500,0,1,22001,3,6,0,1
1,13500,0,1,19000,4,4,1,1
0,680000,0,1,22001,1,4,0,2
1,720000,0,1,21000,3,0,0,0
1,960000,0,2,12000,1,0,1,0
1,13500,1,1,17000,3,1,1,1
0,510000,0,1,41000,3,4,2,2
1,1650000,0,1,21000,4,0,0,3
1,1900000,0,1,38001,4,3,2,3
1,450000,0,1,15000,3,6,1,2
1,410000,0,1,10000,3,3,1,2
1,13500,0,2,20000,3,3,0,1
1,13500,0,1,20000,1,0,0,1
1,725000,0,0,14000,1,0,1,0
1,1680000,0,1,21000,4,1,0,3
1,13500,0,0,45000,0,1,2,1
0,392500,0,1,35500,0,6,2,2
1,1500000,1,1,16000,3,6,1,3
1,13500,1,1,16000,3,2,1,1
1,1100000,1,0,34000,1,6,2,0
0,13500,1,1,31000,3,3,2,1
1,1950000,1,0,34000,4,6,2,3
1,13500,0,2,31001,1,5,2,1
1,1345000,1,0,17500,1,6,1,3
1,1250000,0,1,51000,4,3,2,3
1,745500,0,1,45500,0,1,2,0
1,725000,1,1,43000,4,2,2,0
1,421500,0,0,26500,4,4,0,2
1,1236000,1,1,25600,1,2,0,3
1,750000,1,0,43000,4,2,2,0
0,418000,0,1,45001,4,4,2,2
1,666000,1,1,12001,1,3,1,2
1,575000,0,2,22001,3,6,0,2
0,657000,1,0,49000,0,0,2,2
1,655000,0,1,15000,3,5,1,2
1,574000,0,1,45001,3,4,2,2
1,13500,0,2,19001,4,6,1,1
1,590000,1,1,41000,4,5,2,2
1,13500,1,1,14001,3,5,1,1
1,785000,1,0,36000,1,1,2,0
1,1055000,1,1,25500,3,5,0,0
1,420000,1,1,21000,0,1,0,2
1,970000,0,0,16000,4,0,1,0
1,1115000,0,1,46500,0,0,2,3
1,670000,1,1,27001,1,5,2,2
1,1330000,0,1,31000,1,5,2,3
1,620000,1,1,15000,4,0,1,2
1,13500,1,0,25000,3,0,0,1
1,600000,0,2,21000,0,1,0,2
1,291000,0,0,22000,3,3,0,1
1,13500,1,0,42000,0,6,2,1
1,1490000,0,2,15000,0,5,1,3
1,848000,0,0,22000,2,6,0,0
1,1940000,0,1,35000,0,4,2,3
1,1050000,1,2,43000,4,5,2,0
0,13500,1,1,54000,4,4,2,1
1,695500,1,0,44500,1,3,2,2
0,13500,1,2,31000,3,5,2,1
1,610000,1,0,15000,3,6,1,2
1,320000,0,1,15000,1,1,1,1
0,900000,0,1,22000,2,6,0,0
1,13500,0,2,19001,1,3,1,1
1,735000,1,1,16000,2,6,1,0
1,13500,1,0,16000,3,0,1,1
1,937500,0,1,31500,4,1,2,0
0,723000,0,2,19000,1,6,1,0
1,480000,0,1,19000,3,4,1,2
1,1100000,0,0,16000,2,6,1,0
1,895000,1,2,11000,1,6,1,0
1,13500,0,2,39000,4,6,2,1
0,1010000,0,0,22000,4,2,0,0
1,1100000,1,1,28000,4,4,2,0
1,13500,0,1,25000,3,0,0,1
1,970000,1,2,26001,3,0,0,0
1,1300000,1,0,25001,3,5,0,3
1,13500,1,0,17000,1,6,1,1
1,13500,0,1,17000,0,3,1,1
1,1900000,1,1,43001,2,0,2,3
1,1176000,1,1,21600,3,4,0,3
1,667000,1,1,16000,3,5,1,2
0,468000,0,0,31000,2,4,2,2
1,13500,0,0,21000,3,1,0,1
1,13500,1,1,16000,3,5,1,1
0,13500,1,0,11000,2,6,1,1
1,1000000,0,1,21001,4,3,0,0
0,545000,1,0,18000,2,5,1,2
0,1280000,1,1,14001,1,2,1,3
1,950000,0,2,19001,2,0,1,0
1,381500,0,0,26501,3,3,0,2
0,372000,1,0,29000,1,6,2,2
1,13500,0,0,14000,3,5,1,1
1,611000,1,1,13000,2,3,1,2
0,715000,1,0,21000,3,3,0,2
1,786000,1,2,25000,1,3,0,0
0,758000,0,0,12001,1,6,1,0
0,1901000,1,0,16101,3,1,1,3
1,1550000,1,2,22000,0,1,0,3
1,13500,0,0,33000,0,3,2,1
1,716000,0,0,16001,2,0,1,0
1,1291000,0,1,10100,3,4,1,3
1,370000,0,1,38000,2,0,2,2
1,1425000,0,2,19501,2,2,0,3
1,1500000,0,0,22001,1,5,0,3
1,13500,1,0,10000,3,4,1,1
1,13500,1,1,41000,3,1,2,1
0,900000,1,0,18001,1,5,1,0
0,13500,1,2,37001,3,5,2,1
1,1805000,0,0,16500,2,5,1,3
1,960000,0,2,19000,3,1,1,0
1,2200000,1,1,17001,3,5,1,3
1,1064000,0,0,14400,3,4,1,0
1,1550000,1,0,18000,1,5,1,3
1,560000,1,0,18000,2,1,1,2
1,730000,0,1,36000,2,5,2,0
1,537000,0,1,19001,2,6,1,2
1,753000,1,1,28000,1,6,2,0
0,1110000,1,1,15000,3,4,1,3
1,13500,0,0,26000,3,2,0,1
1,790000,1,0,29000,1,5,2,0
0,13500,1,1,21000,3,4,0,1
1,1240000,1,2,34000,4,1,2,3
1,1905000,1,0,27500,2,2,2,3
1,13500,0,0,22001,2,6,0,1
0,590000,0,0,9001,2,4,1,2
1,13500,1,0,11001,4,5,1,1
1,13500,1,1,28000,3,6,2,1
1,1160000,1,0,22000,3,1,0,3
1,750000,0,0,9000,1,3,1,0
1,1000000,0,2,19001,4,5,1,0
1,520000,0,1,27001,4,2,2,2
0,495000,1,1,25000,3,3,0,2
1,400000,1,2,24000,2,1,0,2
1,13500,1,1,45000,1,6,2,1
1,13500,0,1,31000,4,4,2,1
1,970000,1,1,14000,0,1,1,0
0,13500,1,1,21000,2,0,0,1
1,13500,0,0,17000,1,5,1,1
1,805000,1,1,17000,2,5,1,0
1,520000,1,1,14000,1,0,1,2
1,1150000,1,2,13000,1,1,1,3
1,722000,0,0,26000,0,3,0,0
1,471000,0,0,26000,1,2,0,2
1,13500,0,1,25000,2,5,0,1
1,13500,0,0,39000,4,1,2,1
1,1238000,0,1,12801,4,6,1,3
1,1620000,1,1,24000,0,4,0,3
1,1170000,1,2,31000,2,0,2,3
1,500000,1,0,15000,3,5,1,2
1,825000,1,0,18001,2,2,1,0
1,1950000,0,1,53000,0,1,2,3
1,1680000,1,1,22000,1,2,0,3
1,586500,0,0,26500,1,6,0,2
1,1800000,1,0,11000,4,6,1,3
1,1050000,1,1,28001,3,3,2,0
1,606000,1,1,14001,3,0,1,2
1,890500,1,1,22500,3,3,0,0
1,13500,0,0,45000,2,4,2,1
1,645000,0,2,21000,0,4,0,2
1,575000,1,0,49000,3,1,2,2
1,1408000,0,1,31800,1,2,2,3
1,732500,0,0,45500,0,1,2,0
1,750000,1,0,44001,0,4,2,0
1,13500,0,0,39001,4,1,2,1
0,523500,1,1,13500,2,6,1,2
1,430000,1,0,25000,3,5,0,2
1,660000,0,1,18000,1,3,1,2
1,2100000,0,0,33000,1,3,2,3
1,1920000,1,0,19000,0,5,1,3
1,932000,1,1,21000,4,6,0,0
1,13500,1,0,20000,4,4,0,1
1,1400000,1,0,34000,4,1,2,3
1,1200000,0,0,26001,3,1,0,3
1,555000,0,0,22001,0,2,0,2
1,13500,1,1,22001,3,6,0,1
1,1180000,0,2,39000,3,0,2,3
0,855000,1,0,44000,1,1,2,0
0,13500,0,2,41000,1,0,2,1
1,13500,0,2,29000,2,3,2,1
1,765000,1,1,49000,3,0,2,0
1,755000,1,1,20001,2,0,0,0
0,780000,0,0,12000,1,6,1,0
1,660000,1,0,34000,1,5,2,2
1,560000,0,1,18000,1,5,1,2
1,637000,0,0,18000,4,5,1,2
1,13500,0,1,13000,1,4,1,1
1,330000,0,1,22000,1,3,0,1
0,961500,0,0,11500,2,0,1,0
1,941000,1,1,12000,1,2,1,0
1,792000,0,1,18001,0,1,1,0
1,830000,1,1,54000,4,0,2,0
1,13500,0,1,27000,3,3,0,1
1,812000,0,1,25001,2,0,0,0
1,782500,0,0,14500,1,5,1,0
1,13500,1,1,16000,2,4,1,1
1,921000,0,1,10000,3,6,1,0
1,740000,1,1,22000,1,3,0,0
1,680000,1,1,43000,4,1,2,2
1,1662000,0,0,16200,3,1,1,3
1,13500,0,1,18000,1,4,1,1
0,1180000,0,1,19000,4,3,1,3
1,1362000,1,0,17201,0,2,1,3
1,13500,0,0,17000,1,2,1,1
1,13500,1,1,45000,1,3,2,1
1,405000,0,0,16000,0,0,1,2
1,852500,1,2,29500,3,2,2,0
1,1004000,1,1,14401,1,6,1,0
1,13500,1,0,17000,1,6,1,1
1,13500,1,0,43000,4,3,2,1
0,758000,0,1,28000,1,4,2,0
1,737500,1,1,16500,0,3,1,0
1,1385000,1,1,14500,3,4,1,3
0,1300000,0,1,27000,4,6,0,3
1,13500,0,0,16000,2,3,1,1
1,1655000,0,2,22500,2,1,0,3
0,340000,0,0,21000,3,6,0,1
0,13500,0,0,22000,1,3,0,1
1,716000,0,2,19000,2,1,1,0
1,2090000,0,1,19000,3,0,1,3
1,1325000,1,1,13500,1,4,1,3
1,520000,1,0,43001,3,0,2,2
1,473000,1,1,20000,3,4,0,2
1,1100000,0,1,21001,1,2,0,0
1,985000,1,1,13001,4,4,1,0
1,880000,1,1,21000,4,6,0,0
1,880000,1,2,19001,4,2,1,0
1,800000,0,2,19000,4,3,1,0
1,13500,1,1,24000,0,4,0,1
1,13500,0,0,9000,3,5,1,1
1,467000,1,2,21000,4,2,0,2
1,685000,1,1,16001,1,1,1,2
1,1200000,0,0,41000,4,3,2,3
1,699000,0,2,41000,3,6,2,2
1,13500,0,1,20000,3,3,0,1
1,13500,0,0,27000,0,3,0,1
1,350000,1,0,44001,3,2,2,1
1,700000,0,0,31001,3,6,2,2
1,680000,0,2,39000,3,4,2,2
1,1550000,0,2,25000,3,1,0,3
1,13500,0,2,14000,4,5,1,1
0,615000,0,1,19001,1,1,1,2
1,780000,1,0,16000,0,0,1,0
1,613000,1,0,36000,4,5,2,2
1,1500000,1,0,43000,3,2,2,3
1,1245000,0,0,33500,3,1,2,3
1,578000,0,1,10000,3,1,1,2
1,955000,1,0,29000,1,2,2,0
1,13500,1,1,26000,2,5,0,1
0,1130000,1,2,17000,4,0,1,3
1,13500,0,0,9000,3,0,1,1
1,1720000,0,1,45000,0,1,2,3
1,1105000,0,0,18500,1,5,1,3
0,1758000,0,1,36800,4,4,2,3
0,1200000,1,1,21000,4,5,0,3
0,1930000,0,1,21000,1,5,0,3
1,920000,1,1,20001,3,2,0,0
1,800000,1,1,25000,1,0,0,0
0,595000,1,0,17000,1,2,1,2
1,1560000,1,1,14000,3,4,1,3
1,1165000,1,1,16501,3,4,1,3
0,665000,1,0,42000,2,3,2,2
1,720000,1,2,24000,3,1,0,0
1,480000,1,0,25000,3,0,0,2
0,648000,0,0,22000,4,6,0,2
1,800000,0,0,16001,0,1,1,0
1,13500,0,0,22000,2,1,0,1
0,577250,1,0,29250,1,6,2,2
1,418000,1,0,42000,2,4,2,2
1,660000,1,0,12001,3,2,1,2
1,1435000,0,2,13500,1,6,1,3
1,445000,0,0,18001,4,0,1,2
0,841000,0,0,18000,4,4,1,0
1,13500,0,2,16000,3,6,1,1
0,920000,0,1,41000,3,1,2,0
1,630000,0,0,33000,1,2,2,2
1,1380000,1,0,22000,3,3,0,3
0,985000,1,0,22000,3,3,0,0
1,13500,0,1,31000,3,4,2,1
1,13500,0,1,39000,0,3,2,1
1,937000,0,0,9000,3,4,1,0
0,1472000,0,1,25201,3,0,0,3
1,1755000,1,1,54500,3,6,2,3
1,1520000,1,0,20000,4,0,0,3
1,837000,0,2,19000,3,0,1,0
0,1025000,0,0,9500,2,6,1,0
1,13500,1,0,44000,1,5,2,1
1,13500,0,1,42000,3,0,2,1
1,361000,1,0,27000,0,1,0,1
1,2255000,0,1,27501,3,5,2,3
1,1000000,0,1,26000,2,4,0,0
0,725000,1,1,17000,3,2,1,0
1,1450000,1,0,51001,1,3,2,3
1,571000,1,0,29001,1,2,2,2
1,13500,0,0,31000,3,3,2,1
1,13500,0,1,22000,0,4,0,1
1,625000,0,2,19000,1,5,1,2
0,470000,0,0,16000,2,5,1,2
0,13500,0,0,23000,1,0,0,1
1,1000000,1,1,24000,3,2,0,0
0,1360000,0,1,53000,3,3,2,3
1,727500,1,0,43500,4,3,2,0
1,330000,0,0,33000,1,3,2,1
1,1600000,1,0,29000,1,1,2,3
1,876000,0,0,28000,1,2,2,0
1,13500,1,1,34000,3,5,2,1
1,13500,0,1,19000,1,5,1,1
1,1325000,0,2,29500,1,2,2,3
1,1240000,1,0,16000,1,1,1,3
1,1925000,0,2,33501,2,0,2,3
1,13500,1,1,13000,0,5,1,1
1,13500,1,0,17000,1,5,1,1
1,996000,0,0,28000,1,1,2,0
1,1706000,1,1,21600,4,1,0,3
1,1247000,0,1,12701,1,3,1,3
1,1601000,0,2,19100,4,3,0,3
1,1405000,0,0,23500,4,4,0,3
0,13500,0,1,41000,1,4,2,1
1,726000,0,2,15000,0,5,1,0
1,1400000,0,0,28000,4,6,2,3
1,866000,1,2,21000,0,4,0,0
1,1335000,0,1,27500,3,6,2,3
0,1100000,0,1,15000,3,6,1,0
1,1335000,1,0,22500,0,2,0,3
1,1335000,0,1,53500,0,2,2,3
1,13500,0,2,45000,0,1,2,1
1,2300000,1,1,21001,3,5,0,3
0,1473000,0,1,12300,4,4,1,3
1,13500,0,2,19000,4,6,1,1
1,710000,0,0,26000,1,6,0,2
1,697000,0,1,25000,2,4,0,2
1,955000,1,0,25000,0,3,0,0
1,13500,1,1,19000,3,3,1,1
1,13500,0,1,18000,0,4,1,1
1,13500,1,0,18001,3,3,1,1
1,1400000,1,1,14001,2,6,1,3
1,13500,1,1,34001,4,0,2,1
1,580500,1,1,41500,4,3,2,2
1,807000,0,0,33000,1,6,2,0
1,1810000,1,1,13000,1,6,1,3
0,860000,0,2,21001,0,5,0,0
1,1200000,1,0,42000,0,5,2,3
1,650000,1,2,14001,2,4,1,2
0,13500,1,1,27001,0,2,2,1
1,1630000,1,1,17001,0,0,1,3
1,876000,1,1,17000,2,2,1,0
1,440000,1,1,21001,3,1,0,2
0,600000,0,1,46000,4,6,2,2
1,691000,1,0,25000,0,1,0,2
1,13500,1,0,22000,1,6,0,1
0,390000,0,1,23000,0,1,0,2
1,13500,1,2,37001,3,5,2,1
1,13500,0,1,22001,3,1,0,1
0,13500,0,0,21000,3,2,0,1
1,2020000,0,2,33000,2,6,2,3
0,950000,0,1,19000,4,2,1,0
0,13500,0,0,9000,2,1,1,1
1,500000,0,1,51001,4,4,2,2
1,13500,0,2,21000,1,6,0,1
1,705000,1,1,12000,1,3,1,2
1,766000,1,0,42000,2,1,2,0
1,890000,0,1,19001,1,2,1,0
0,600000,0,1,26001,3,4,0,2
1,13500,0,1,41000,4,2,2,1
1,1006000,0,1,15601,0,5,1,0
1,2200000,1,0,17000,3,5,1,3
1,350000,1,1,14000,2,0,1,1
1,1450000,1,0,18000,2,0,1,3
1,990000,1,1,54000,4,1,2,0
1,1560000,0,0,26000,3,6,0,3
0,13500,0,2,41000,3,6,2,1
1,326000,0,1,16000,3,3,1,1
1,1690000,1,0,11000,4,5,1,3
1,315000,0,1,45000,3,6,2,1
0,1880000,0,2,31000,1,5,2,3
1,680000,0,0,18000,1,6,1,2
1,1240000,0,0,45000,2,2,2,3
0,13500,0,0,26001,1,2,0,1
1,480000,0,1,32000,0,3,2,2
1,13500,0,0,31000,4,6,2,1
0,306000,0,1,46001,4,3,2,1
0,13500,1,0,22000,1,4,0,1
1,13500,1,1,16000,2,1,1,1
1,1875000,1,1,22500,2,5,0,3
1,1199000,0,2,15900,0,3,1,3
1,2100000,1,1,26000,1,1,0,3
0,391000,1,2,22001,0,2,0,2
1,555000,0,1,22000,3,4,0,2
1,13500,0,0,28000,1,6,2,1
1,13500,0,1,19000,4,4,1,1
1,1430000,0,1,12000,1,3,1,3
1,1957500,0,0,22751,1,0,0,3
1,955500,0,1,19500,2,4,0,0
1,780000,1,0,15000,3,6,1,0
1,885000,1,0,44000,0,3,2,0
1,570000,0,0,39000,3,2,2,2
0,985000,0,0,23000,1,6,0,0
0,1265500,0,2,23551,0,1,0,3
1,955000,1,1,16000,1,4,1,0
1,636000,1,1,22001,4,3,0,2
1,13500,0,0,39000,2,2,2,1
1,1422000,0,0,22200,0,2,0,3
1,356000,1,0,18001,3,6,1,1
1,845000,0,1,18000,3,3,1,0
1,620000,0,1,22000,2,3,0,2
0,1300000,0,0,23000,1,6,0,3
1,690000,1,1,16000,2,6,1,2
1,496000,0,0,22000,0,1,0,2
1,475000,1,1,21001,4,3,0,2
1,867500,1,2,21500,0,5,0,0
1,940000,1,0,22000,1,5,0,0
1,850250,1,1,14251,2,1,1,0
1,13500,1,1,12000,1,0,1,1
1,728500,1,0,20500,4,5,0,0
0,770000,1,1,45000,1,6,2,0
1,502000,0,1,20000,1,2,0,2
1,885000,0,0,28000,1,6,2,0
1,13500,0,2,14000,4,2,1,1
1,855000,1,1,37000,3,1,2,0
0,1020000,0,2,19000,4,3,1,0
1,1125000,1,1,22501,0,4,0,3
1,1260000,0,1,22000,2,0,0,3
1,912000,0,0,33000,1,0,2,0
1,960000,1,1,24000,1,0,0,0
1,930000,0,2,35000,1,1,2,0
1,722000,1,0,11001,4,0,1,0
1,13500,1,2,31000,2,4,2,1
1,1560000,0,1,19000,1,1,1,3
0,520000,0,1,31001,4,4,2,2
1,540000,1,1,41000,0,3,2,2
1,13500,0,0,19000,3,4,1,1
0,422000,0,0,26000,0,1,0,2
1,332000,1,2,37001,3,4,2,1
0,682000,0,1,12000,1,1,1,2
0,13500,1,0,44000,3,1,2,1
1,838000,0,1,27000,3,5,0,0
1,1000000,0,2,19001,3,5,1,0
1,13500,1,0,49001,3,1,2,1
1,550000,0,1,22000,3,2,0,2
1,650000,1,1,31000,3,3,2,2
1,13500,0,2,23000,3,4,0,1
1,13500,1,1,17000,4,2,1,1
0,721000,1,0,19001,0,1,1,0
1,480000,0,1,18000,1,0,1,2
0,782500,0,1,12500,4,1,1,0
1,13500,1,2,17001,3,2,1,1
1,13500,1,1,27000,1,3,0,1
1,1155000,0,0,9500,1,0,1,3
0,518000,1,0,26000,3,2,0,2
1,601000,1,2,34001,3,1,2,2
1,705000,1,2,24000,4,5,0,2
1,690000,0,2,22000,3,1,0,2
1,13500,0,0,9000,1,0,1,1
1,450000,1,1,13001,3,6,1,2
0,13500,1,1,27001,0,4,2,1
1,725000,0,2,15000,1,3,1,0
0,1085000,0,2,29500,4,1,2,0
0,1285000,0,0,18500,1,0,1,3
1,657000,0,1,18000,1,4,1,2
1,880000,0,0,22001,2,3,0,0
1,1630000,0,0,22000,0,5,0,3
0,13500,0,1,21000,0,5,0,1
1,1070000,0,0,33001,3,1,2,0
0,460000,0,1,20000,1,1,0,2
1,730000,0,1,21000,1,5,0,0
1,13500,0,0,26001,3,1,0,1
1,1400000,0,0,17001,1,3,1,3
1,710000,0,2,22000,2,2,0,2
1,2200000,0,1,18001,2,1,1,3
1,773000,1,2,24000,3,6,0,0
1,980000,0,0,31000,3,6,2,0
0,415000,0,0,24000,3,2,0,2
1,487000,1,2,20000,2,4,0,2
0,462000,1,1,22001,2,6,0,2
1,13500,0,2,19001,1,6,1,1
1,1725000,0,1,20500,1,4,0,3
1,1505000,0,1,22500,2,5,0,3
1,13500,0,0,24000,3,1,0,1
1,865000,0,2,31001,1,3,2,0
1,1265000,0,2,19500,4,6,0,3
1,1200000,0,1,27000,4,2,0,3
1,1410000,1,0,36001,4,6,2,3
1,13500,1,0,22000,3,6,0,1
0,13500,1,0,34000,4,6,2,1
1,1700000,1,1,20001,2,2,0,3
1,632500,1,0,16500,0,4,1,2
1,850000,1,0,10000,3,3,1,0
0,13500,0,1,51001,4,5,2,1
1,935000,0,1,25000,3,3,0,0
1,726000,1,1,33001,1,0,2,0
1,975000,1,0,34000,4,2,2,0
1,970000,0,0,18000,1,3,1,0
0,681500,0,2,19500,4,4,0,2
1,13500,1,1,27000,0,6,0,1
0,13500,0,2,41000,3,1,2,1
1,13500,1,0,18000,2,1,1,1
1,13500,1,0,51000,2,0,2,1
1,775000,1,2,20000,2,3,0,0
1,900000,0,1,12000,3,6,1,0
1,740000,1,1,27001,3,1,2,0
1,13500,0,1,17000,4,1,1,1
1,627500,0,0,39500,3,6,2,2
1,730000,0,0,31000,2,4,2,0
1,13500,1,1,20000,2,6,0,1
1,792500,0,1,25500,1,5,0,0
1,13500,1,1,27000,1,3,0,1
0,1080000,0,1,21000,4,2,0,0
0,13500,1,2,25000,4,4,0,1
1,13500,1,1,14000,2,1,1,1
1,710000,0,1,22000,2,1,0,2
1,301000,0,1,31000,1,1,2,1
0,13500,1,2,13000,2,3,1,1
1,540000,0,1,36000,4,6,2,2
1,1837500,0,2,22750,0,3,0,3
1,760000,1,0,51001,1,2,2,0
1,788800,1,2,34801,3,3,2,0
1,400000,0,1,45000,4,4,2,2
1,13500,1,2,17000,3,5,1,1
1,315000,0,0,26000,1,4,0,1
1,13500,0,0,14001,1,1,1,1
1,13500,1,1,22000,3,1,0,1
1,491000,0,0,33001,1,0,2,2
1,1782500,0,2,31250,1,5,2,3
1,1250000,1,1,22000,3,0,0,3
0,1840000,1,1,14000,2,4,1,3
1,13500,0,1,18001,3,4,1,1
1,1710000,0,1,22001,3,2,0,3
1,1550000,0,1,20000,3,2,0,3
0,940000,1,0,26000,3,1,0,0
1,702500,1,2,13501,2,3,1,2
1,1455000,1,1,13500,1,4,1,3
0,13500,1,1,24000,0,5,0,1
1,13500,1,2,37000,2,6,2,1
1,891000,1,1,20000,2,5,0,0
1,921000,0,2,24000,1,1,0,0
1,260000,0,0,18000,4,5,1,1
0,780000,1,0,16000,3,6,1,0
1,650000,1,1,17001,1,0,1,2
1,822500,0,1,31500,4,6,2,0
0,840000,1,1,14000,3,6,1,0
1,1165000,0,1,28501,1,1,2,3
1,435000,1,1,29001,0,2,2,2
1,850000,1,1,26000,4,5,0,0
1,13500,0,2,16000,3,3,1,1
1,13500,0,1,20000,1,1,0,1
1,1160000,1,2,24000,4,4,0,3
1,13500,0,1,38001,3,5,2,1
1,13500,1,1,14001,4,3,1,1
1,685000,0,1,26001,4,0,0,2
0,13500,0,2,16000,3,6,1,1
0,370000,0,0,16001,2,5,1,2
0,610000,1,0,43000,1,4,2,2
0,13500,1,1,21000,0,0,0,1
0,1016000,0,0,23600,3,5,0,0
1,13500,0,2,12000,1,4,1,1
0,1325000,1,1,17500,3,2,1,3
0,525000,0,0,28000,2,4,2,2
1,1410000,0,2,29000,2,5,2,3
1,715000,1,0,18000,3,0,1,2
1,13500,0,0,19001,2,4,1,1
1,13500,1,2,19000,1,0,1,1
1,13500,1,0,43000,1,5,2,1
1,13500,1,0,17001,1,3,1,1
1,580000,0,0,12000,1,6,1,2
0,685000,1,1,29001,3,3,2,2
1,1300000,1,0,29001,1,3,2,3
1,1330000,0,1,19001,4,0,1,3
1,685000,1,0,25000,4,1,0,2
1,1300000,1,2,29000,3,0,2,3
1,1234000,0,2,35400,0,2,2,3
1,13500,0,2,22000,4,3,0,1
0,540000,1,0,34000,4,0,2,2
1,1500000,1,1,15000,3,6,1,3
1,555000,0,2,31000,4,2,2,2
1,13500,1,0,15000,3,3,1,1
1,850000,0,1,41001,1,0,2,0
1,13500,0,0,33001,0,0,2,1
1,1465000,1,2,12500,2,3,1,3
1,13500,1,0,25000,3,3,0,1
1,1495000,1,0,53500,1,2,2,3
1,752000,0,1,45000,3,4,2,0
1,1540000,1,0,44000,2,1,2,3
1,1120000,0,2,45000,3,0,2,3
1,13500,1,1,27001,1,1,2,1
0,13500,1,0,51000,1,1,2,1
1,1205000,1,1,21500,4,5,0,3
1,1350000,1,1,25000,0,5,0,3
0,600000,0,2,39000,1,1,2,2
1,13500,1,0,11000,2,4,1,1
1,1100000,1,0,17000,1,6,1,0
1,1300000,1,0,17000,1,3,1,3
1,13500,0,0,23001,0,4,0,1
0,830000,0,0,19000,3,5,1,0
1,980000,0,2,31001,3,1,2,0
1,1555000,0,2,22501,3,3,0,3
0,855000,1,1,22001,3,3,0,0
1,1322500,1,1,16250,0,3,1,3
1,475000,0,2,19000,1,6,1,2
1,1250000,0,1,21000,4,2,0,3
1,13500,1,0,26000,2,5,0,1
1,13500,0,1,26000,1,3,0,1
0,13500,1,0,22000,1,6,0,1
0,670500,1,0,17500,1,0,1,2
1,13500,0,1,21000,4,4,0,1
1,756000,0,0,41001,3,6,2,0
0,13500,0,1,32000,2,4,2,1
1,812500,0,0,26501,1,3,0,0
1,790000,0,2,57000,3,3,2,0
1,1770000,0,0,19000,3,2,1,3
1,591000,0,0,26000,1,2,0,2
1,1705000,1,1,12500,1,6,1,3
